kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_nama_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,jumlah_alat_teknologi_tepat_guna_perikanan,satuan,tahun,id
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205182.0,TAROGONG KALER,3205182006.0,MEKARJAYA,32.05.04,TAROGONG KALER,32.05.04.2008,MEKARJAYA,5.0,UNIT,2023.0,22702
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205182.0,TAROGONG KALER,3205182008.0,LANGENSARI,32.05.04,TAROGONG KALER,32.05.04.2009,LANGENSARI,6.0,UNIT,2023.0,22703
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205182.0,TAROGONG KALER,3205182002.0,MEKARWANGI,32.05.04,TAROGONG KALER,32.05.04.2010,MEKARWANGI,3.0,UNIT,2023.0,22704
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205182.0,TAROGONG KALER,3205182013.0,PASAWAHAN,32.05.04,TAROGONG KALER,32.05.04.2011,PASAWAHAN,0.0,UNIT,2023.0,22705
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205182.0,TAROGONG KALER,3205182005.0,PANJIWANGI,32.05.04,TAROGONG KALER,32.05.04.2013,PANJIWANGI,5.0,UNIT,2023.0,22706
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181008.0,JAYARAGA,32.05.05,TAROGONG KIDUL,32.05.05.2003,JAYARAGA,0.0,UNIT,2023.0,22707
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181007.0,HAURPANGGUNG,32.05.05,TAROGONG KIDUL,32.05.05.2004,HAURPANGGUNG,1.0,UNIT,2023.0,22708
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181002.0,CIBUNAR,32.05.05,TAROGONG KIDUL,32.05.05.2005,CIBUNAR,1.0,UNIT,2023.0,22709
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181003.0,SUKABAKTI,32.05.05,TAROGONG KIDUL,32.05.05.2007,SUKABAKTI,1.0,UNIT,2023.0,22710
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181012.0,TAROGONG,32.05.05,TAROGONG KIDUL,32.05.05.2008,TAROGONG,0.0,UNIT,2023.0,22711
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181011.0,MEKARGALIH,32.05.05,TAROGONG KIDUL,32.05.05.2010,MEKARGALIH,18.0,UNIT,2023.0,22712
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205181.0,TAROGONG KIDUL,3205181001.0,KERSAMENAK,32.05.05,TAROGONG KIDUL,32.05.05.2011,KERSAMENAK,2.0,UNIT,2023.0,22713
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230011.0,BANYURESMI,32.05.06,BANYURESMI,32.05.06.2001,BANYURESMI,1.0,UNIT,2023.0,22714
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230016.0,CIMAREME,32.05.06,BANYURESMI,32.05.06.2002,CIMAREME,3.0,UNIT,2023.0,22715
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230007.0,SUKARATU,32.05.06,BANYURESMI,32.05.06.2003,SUKARATU,1.0,UNIT,2023.0,22716
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230006.0,SUKASENANG,32.05.06,BANYURESMI,32.05.06.2004,SUKASENANG,10.0,UNIT,2023.0,22717
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230003.0,SUKARAJA,32.05.06,BANYURESMI,32.05.06.2005,SUKARAJA,0.0,UNIT,2023.0,22718
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230008.0,CIPICUNG,32.05.06,BANYURESMI,32.05.06.2006,CIPICUNG,0.0,UNIT,2023.0,22719
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230013.0,DANGDEUR,32.05.06,BANYURESMI,32.05.06.2007,DANGDEUR,5.0,UNIT,2023.0,22720
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230004.0,SUKAKARYA,32.05.06,BANYURESMI,32.05.06.2008,SUKAKARYA,0.0,UNIT,2023.0,22721
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230005.0,PAMEKARSARI,32.05.06,BANYURESMI,32.05.06.2009,PAMEKARSARI,1.0,UNIT,2023.0,22722
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230012.0,BINAKARYA,32.05.06,BANYURESMI,32.05.06.2010,BINAKARYA,2.0,UNIT,2023.0,22723
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230009.0,BAGENDIT,32.05.06,BANYURESMI,32.05.06.2011,BAGENDIT,2.0,UNIT,2023.0,22724
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230015.0,KARYAMUKTI,32.05.06,BANYURESMI,32.05.06.2012,KARYAMUKTI,10.0,UNIT,2023.0,22725
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230014.0,KARYASARI,32.05.06,BANYURESMI,32.05.06.2013,KARYASARI,0.0,UNIT,2023.0,22726
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230010.0,SUKAMUKTI,32.05.06,BANYURESMI,32.05.06.2014,SUKAMUKTI,9.0,UNIT,2023.0,22727
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205230.0,BANYURESMI,3205230017.0,SUKALAKSANA,32.05.06,BANYURESMI,32.05.06.2015,SUKALAKSANA,0.0,UNIT,2023.0,22728
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170021.0,SAMARANG,32.05.07,SAMARANG,32.05.07.2001,SAMARANG,2.0,UNIT,2023.0,22729
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170019.0,CINTARAKYAT,32.05.07,SAMARANG,32.05.07.2002,CINTARAKYAT,84.0,UNIT,2023.0,22730
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170022.0,SUKARASA,32.05.07,SAMARANG,32.05.07.2003,SUKARASA,3.0,UNIT,2023.0,22731
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170014.0,PARAKAN,32.05.07,SAMARANG,32.05.07.2004,PARAKAN,0.0,UNIT,2023.0,22732
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170023.0,SUKAKARYA,32.05.07,SAMARANG,32.05.07.2005,SUKAKARYA,3.0,UNIT,2023.0,22733
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170017.0,CINTAKARYA,32.05.07,SAMARANG,32.05.07.2006,CINTAKARYA,70.0,UNIT,2023.0,22734
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170024.0,TANJUNG KARYA,32.05.07,SAMARANG,32.05.07.2007,TANJUNG KARYA,0.0,UNIT,2023.0,22735
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170013.0,CISARUA,32.05.07,SAMARANG,32.05.07.2008,CISARUA,0.0,UNIT,2023.0,22736
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170018.0,CINTARASA,32.05.07,SAMARANG,32.05.07.2009,CINTARASA,80.0,UNIT,2023.0,22737
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170020.0,CINTAASIH,32.05.07,SAMARANG,32.05.07.2010,CINTAASIH,2.0,UNIT,2023.0,22738
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170016.0,SIRNASARI,32.05.07,SAMARANG,32.05.07.2011,SIRNASARI,18.0,UNIT,2023.0,22739
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170015.0,SUKALAKSANA,32.05.07,SAMARANG,32.05.07.2012,SUKALAKSANA,1.0,UNIT,2023.0,22740
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205170.0,SAMARANG,3205170025.0,TANJUNGANOM,32.05.07,SAMARANG,32.05.07.2013,TANJUNGANOM,0.0,UNIT,2023.0,22741
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171010.0,PASIRWANGI,32.05.08,PASIRWANGI,32.05.08.2001,PASIRWANGI,1.0,UNIT,2023.0,22742
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171004.0,PASIRKIAMIS,32.05.08,PASIRWANGI,32.05.08.2002,PASIRKIAMIS,0.0,UNIT,2023.0,22743
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171007.0,PADASUKA,32.05.08,PASIRWANGI,32.05.08.2003,PADASUKA,0.0,UNIT,2023.0,22744
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171001.0,KARYAMEKAR,32.05.08,PASIRWANGI,32.05.08.2004,KARYAMEKAR,0.0,UNIT,2023.0,22745
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171011.0,PADAWAAS,32.05.08,PASIRWANGI,32.05.08.2005,PADAWAAS,0.0,UNIT,2023.0,22746
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171006.0,PADAASIH,32.05.08,PASIRWANGI,32.05.08.2006,PADAASIH,1.0,UNIT,2023.0,22747
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171012.0,BARUSARI,32.05.08,PASIRWANGI,32.05.08.2007,BARUSARI,1.0,UNIT,2023.0,22748
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171003.0,TALAGA,32.05.08,PASIRWANGI,32.05.08.2008,TALAGA,0.0,UNIT,2023.0,22749
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171005.0,PADAMUKTI,32.05.08,PASIRWANGI,32.05.08.2009,PADAMUKTI,0.0,UNIT,2023.0,22750
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171008.0,SINARJAYA,32.05.08,PASIRWANGI,32.05.08.2010,SINARJAYA,1.0,UNIT,2023.0,22751
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171002.0,SARIMUKTI,32.05.08,PASIRWANGI,32.05.08.2011,SARIMUKTI,0.0,UNIT,2023.0,22752
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205171.0,PASIRWANGI,3205171009.0,PADAMULYA,32.05.08,PASIRWANGI,32.05.08.2012,PADAMULYA,3.0,UNIT,2023.0,22753
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240008.0,LELES,32.05.09,LELES,32.05.09.2001,LELES,2.0,UNIT,2023.0,22754
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240006.0,CIBURIAL,32.05.09,LELES,32.05.09.2002,CIBURIAL,3.0,UNIT,2023.0,22755
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240002.0,JANGKURANG,32.05.09,LELES,32.05.09.2003,JANGKURANG,54.0,UNIT,2023.0,22756
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240012.0,SUKARAME,32.05.09,LELES,32.05.09.2004,SUKARAME,11.0,UNIT,2023.0,22757
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240003.0,LEMBANG,32.05.09,LELES,32.05.09.2005,LEMBANG,1.0,UNIT,2023.0,22758
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240011.0,CANGKUANG,32.05.09,LELES,32.05.09.2006,CANGKUANG,1.0,UNIT,2023.0,22759
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240007.0,SALAMNUNGGAL,32.05.09,LELES,32.05.09.2007,SALAMNUNGGAL,2.0,UNIT,2023.0,22760
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240005.0,KANDANGMUKTI,32.05.09,LELES,32.05.09.2008,KANDANGMUKTI,3.0,UNIT,2023.0,22761
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240010.0,MARGALUYU,32.05.09,LELES,32.05.09.2009,MARGALUYU,1.0,UNIT,2023.0,22762
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240004.0,CIPANCAR,32.05.09,LELES,32.05.09.2010,CIPANCAR,15.0,UNIT,2023.0,22763
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240009.0,HARUMAN,32.05.09,LELES,32.05.09.2011,HARUMAN,0.0,UNIT,2023.0,22764
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205240.0,LELES,3205240001.0,DANO,32.05.09,LELES,32.05.09.2012,DANO,10.0,UNIT,2023.0,22765
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280008.0,KADUNGORA,32.05.10,KADUNGORA,32.05.10.2001,KADUNGORA,0.0,UNIT,2023.0,22766
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280007.0,GANDAMEKAR,32.05.10,KADUNGORA,32.05.10.2002,GANDAMEKAR,0.0,UNIT,2023.0,22767
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280010.0,CIKEMBULAN,32.05.10,KADUNGORA,32.05.10.2003,CIKEMBULAN,0.0,UNIT,2023.0,22768
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280011.0,CISAAT,32.05.10,KADUNGORA,32.05.10.2004,CISAAT,2.0,UNIT,2023.0,22769
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280002.0,MANDALASARI,32.05.10,KADUNGORA,32.05.10.2005,MANDALASARI,0.0,UNIT,2023.0,22770
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280013.0,TANGGULUN,32.05.10,KADUNGORA,32.05.10.2006,TANGGULUN,0.0,UNIT,2023.0,22771
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280012.0,MEKARBAKTI,32.05.10,KADUNGORA,32.05.10.2007,MEKARBAKTI,0.0,UNIT,2023.0,22772
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280005.0,KARANGMULYA,32.05.10,KADUNGORA,32.05.10.2008,KARANGMULYA,3.0,UNIT,2023.0,22773
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280014.0,HARUMANSARI,32.05.10,KADUNGORA,32.05.10.2009,HARUMANSARI,0.0,UNIT,2023.0,22774
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280004.0,TALAGASARI,32.05.10,KADUNGORA,32.05.10.2010,TALAGASARI,0.0,UNIT,2023.0,22775
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280003.0,HEGARSARI,32.05.10,KADUNGORA,32.05.10.2011,HEGARSARI,0.0,UNIT,2023.0,22776
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280009.0,NEGLASARI,32.05.10,KADUNGORA,32.05.10.2012,NEGLASARI,3.0,UNIT,2023.0,22777
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280006.0,KARANGTENGAH,32.05.10,KADUNGORA,32.05.10.2013,KARANGTENGAH,0.0,UNIT,2023.0,22778
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205280.0,KADUNGORA,3205280001.0,RANCASALAK,32.05.10,KADUNGORA,32.05.10.2014,RANCASALAK,0.0,UNIT,2023.0,22779
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250008.0,LEUWIGOONG,32.05.11,LEUWIGOONG,32.05.11.2001,LEUWIGOONG,10.0,UNIT,2023.0,22780
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250006.0,KARANGANYAR,32.05.11,LEUWIGOONG,32.05.11.2002,KARANGANYAR,1.0,UNIT,2023.0,22781
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250002.0,MARGACINTA,32.05.11,LEUWIGOONG,32.05.11.2003,MARGACINTA,4.0,UNIT,2023.0,22782
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250001.0,MARGAHAYU,32.05.11,LEUWIGOONG,32.05.11.2004,MARGAHAYU,15.0,UNIT,2023.0,22783
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250003.0,DUNGUSIKU,32.05.11,LEUWIGOONG,32.05.11.2005,DUNGUSIKU,0.0,UNIT,2023.0,22784
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250004.0,TAMBAK SARI,32.05.11,LEUWIGOONG,32.05.11.2006,TAMBAK SARI,0.0,UNIT,2023.0,22785
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250007.0,SINDANGSARI,32.05.11,LEUWIGOONG,32.05.11.2007,SINDANGSARI,0.0,UNIT,2023.0,22786
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205250.0,LEUWIGOONG,3205250005.0,KARANGSARI,32.05.11,LEUWIGOONG,32.05.11.2008,KARANGSARI,2.0,UNIT,2023.0,22787
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260001.0,CIBATU,32.05.12,CIBATU,32.05.12.2001,CIBATU,0.0,UNIT,2023.0,22788
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260015.0,MEKARSARI,32.05.12,CIBATU,32.05.12.2002,MEKARSARI,0.0,UNIT,2023.0,22789
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260007.0,CIBUNAR,32.05.12,CIBATU,32.05.12.2003,CIBUNAR,0.0,UNIT,2023.0,22790
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260016.0,SINDANGSUKA,32.05.12,CIBATU,32.05.12.2004,SINDANGSUKA,4.0,UNIT,2023.0,22791
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260002.0,KERTAJAYA,32.05.12,CIBATU,32.05.12.2005,KERTAJAYA,5.0,UNIT,2023.0,22792
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260008.0,SUKALILAH,32.05.12,CIBATU,32.05.12.2006,SUKALILAH,0.0,UNIT,2023.0,22793
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260005.0,PADASUKA,32.05.12,CIBATU,32.05.12.2007,PADASUKA,6.0,UNIT,2023.0,22794
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260004.0,KARYAMUKTI,32.05.12,CIBATU,32.05.12.2008,KARYAMUKTI,0.0,UNIT,2023.0,22795
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260009.0,GIRIMUKTI,32.05.12,CIBATU,32.05.12.2009,GIRIMUKTI,0.0,UNIT,2023.0,22796
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260006.0,KERESEK,32.05.12,CIBATU,32.05.12.2010,KERESEK,0.0,UNIT,2023.0,22797
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205260.0,CIBATU,3205260003.0,WANAKERTA,32.05.12,CIBATU,32.05.12.2011,WANAKERTA,0.0,UNIT,2023.0,22798
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261003.0,KERSAMANAH,32.05.13,KERSAMANAH,32.05.13.2001,KERSAMANAH,3.0,UNIT,2023.0,22799
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261004.0,NANJUNGJAYA,32.05.13,KERSAMANAH,32.05.13.2002,NANJUNGJAYA,0.0,UNIT,2023.0,22800
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261005.0,SUKAMERANG,32.05.13,KERSAMANAH,32.05.13.2003,SUKAMERANG,1.0,UNIT,2023.0,22801
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261002.0,GIRIJAYA,32.05.13,KERSAMANAH,32.05.13.2004,GIRIJAYA,1.0,UNIT,2023.0,22802
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261001.0,SUKAMAJU,32.05.13,KERSAMANAH,32.05.13.2005,SUKAMAJU,0.0,UNIT,2023.0,22803
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205261.0,KERSAMANAH,3205261006.0,MEKARRAYA,32.05.13,KERSAMANAH,32.05.13.2006,MEKARRAYA,0.0,UNIT,2023.0,22804
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310014.0,MALANGBONG,32.05.14,MALANGBONG,32.05.14.2001,MALANGBONG,3.0,UNIT,2023.0,22805
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310003.0,KARANGMULYA,32.05.14,MALANGBONG,32.05.14.2002,KARANGMULYA,10.0,UNIT,2023.0,22806
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310013.0,CIBUNAR,32.05.14,MALANGBONG,32.05.14.2003,CIBUNAR,0.0,UNIT,2023.0,22807
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310005.0,CIKARANG,32.05.14,MALANGBONG,32.05.14.2004,CIKARANG,8.0,UNIT,2023.0,22808
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310016.0,SAKAWAYANG,32.05.14,MALANGBONG,32.05.14.2005,SAKAWAYANG,1.0,UNIT,2023.0,22809
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310018.0,MEKARASIH,32.05.14,MALANGBONG,32.05.14.2006,MEKARASIH,0.0,UNIT,2023.0,22810
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310015.0,CISITU,32.05.14,MALANGBONG,32.05.14.2007,CISITU,3.0,UNIT,2023.0,22811
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310006.0,CAMPAKA,32.05.14,MALANGBONG,32.05.14.2008,CAMPAKA,30.0,UNIT,2023.0,22812
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310010.0,LEWOBARU,32.05.14,MALANGBONG,32.05.14.2009,LEWOBARU,1.0,UNIT,2023.0,22813
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310007.0,SUKAMANAH,32.05.14,MALANGBONG,32.05.14.2010,SUKAMANAH,1.0,UNIT,2023.0,22814
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310019.0,CILAMPUYANG,32.05.14,MALANGBONG,32.05.14.2011,CILAMPUYANG,7.0,UNIT,2023.0,22815
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310004.0,CINAGARA,32.05.14,MALANGBONG,32.05.14.2012,CINAGARA,8.0,UNIT,2023.0,22816
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310011.0,SUKARATU,32.05.14,MALANGBONG,32.05.14.2013,SUKARATU,2.0,UNIT,2023.0,22817
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310009.0,CITERAS,32.05.14,MALANGBONG,32.05.14.2014,CITERAS,1.0,UNIT,2023.0,22818
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310012.0,SUKARASA,32.05.14,MALANGBONG,32.05.14.2015,SUKARASA,0.0,UNIT,2023.0,22819
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310017.0,SEKARWANGI,32.05.14,MALANGBONG,32.05.14.2016,SEKARWANGI,0.0,UNIT,2023.0,22820
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310001.0,KUTANAGARA,32.05.14,MALANGBONG,32.05.14.2017,KUTANAGARA,1.0,UNIT,2023.0,22821
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310002.0,SANDING,32.05.14,MALANGBONG,32.05.14.2018,SANDING,1.0,UNIT,2023.0,22822
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310008.0,CIHAURKUNING,32.05.14,MALANGBONG,32.05.14.2019,CIHAURKUNING,180.0,UNIT,2023.0,22823
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310021.0,BARU DUA,32.05.14,MALANGBONG,32.05.14.2020,BARU DUA,0.0,UNIT,2023.0,22824
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310023.0,SUKAJAYA,32.05.14,MALANGBONG,32.05.14.2021,SUKAJAYA,6.0,UNIT,2023.0,22825
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310022.0,BUNISARI,32.05.14,MALANGBONG,32.05.14.2022,BUNISARI,1.0,UNIT,2023.0,22826
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310020.0,MEKARMULYA,32.05.14,MALANGBONG,32.05.14.2023,MEKARMULYA,0.0,UNIT,2023.0,22827
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205310.0,MALANGBONG,3205310024.0,GIRIMAKMUR,32.05.14,MALANGBONG,32.05.14.2024,GIRIMAKMUR,0.0,UNIT,2023.0,22828
32.0,JAWA BARAT,3205.0,KABUPATEN GARUT,3205220.0,SUKAWENING,3205220008.0,SUKAWENING,32.05.15,SUKAWENING,32.05.15.2001,SUKAWENING,10.0,UNIT,2023.0,22829
