bps_kode_desa_kelurahan,bps_nama_kabupaten_kota,bps_nama_desa_kelurahan,tahun,jarak_sd_terdekat,keberadaan_bumdesa_keuangan_program_usaha_ekonomi_desa,jumlah_fasilitas_olahraga,status_sinyal_telepon_seluler,jumlah_alat_teknologi_tepat_guna_perikanan,jumlah_alat_teknologi_tepat_guna_peternakan,ketersediaan_tempat_pembuangan_sampah,jumlah_tenaga_kesehatan_lainnya,sinyal_score,bumdes_score,sampah_score,cluster,status_desa
3201240017.0,KAB. BOGOR,COGREG,2022.0,1.0,TIDAK ADA,29.0,SINYAL KUAT,256.0,50.0,TIDAK ADA,4,3,0,0,2,Mandiri (Ekonomi)
3201240009.0,KAB. BOGOR,IWUL,2022.0,100.0,TIDAK ADA,12.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201240010.0,KAB. BOGOR,JABON MEKAR,2022.0,10.0,TIDAK ADA,11.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201240011.0,KAB. BOGOR,PAMAGER SARI,2022.0,500.0,TIDAK ADA,33.0,SINYAL KUAT,50.0,6.0,ADA,8,3,0,1,2,Mandiri (Ekonomi)
3201240012.0,KAB. BOGOR,PARUNG,2022.0,50.0,TIDAK ADA,16.0,SINYAL KUAT,7.0,7.0,TIDAK ADA,7,3,0,0,2,Mandiri (Ekonomi)
3201240013.0,KAB. BOGOR,WARU,2022.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,50.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201240014.0,KAB. BOGOR,WARUJAYA,2022.0,2000.0,TIDAK ADA,6.0,SINYAL LEMAH,30.0,1.0,TIDAK ADA,15,2,0,0,3,Sangat Tertinggal
3201300009.0,KAB. BOGOR,CIBUNAR,2022.0,50.0,TIDAK ADA,10.0,SINYAL KUAT,2.0,9.0,TIDAK ADA,10,3,0,0,0,Tertinggal
3201300004.0,KAB. BOGOR,CIKUDA,2022.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,5.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201300003.0,KAB. BOGOR,DAGO,2022.0,5.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,3.0,TIDAK ADA,4,2,0,0,3,Sangat Tertinggal
3201300007.0,KAB. BOGOR,GINTUNG CILEJET,2022.0,50.0,TIDAK ADA,12.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201300002.0,KAB. BOGOR,GOROWONG,2022.0,200.0,TIDAK ADA,7.0,SINYAL KUAT,10.0,10.0,ADA,0,3,0,1,2,Mandiri (Ekonomi)
3201300001.0,KAB. BOGOR,JAGABAYA,2022.0,300.0,TIDAK ADA,7.0,SINYAL KUAT,3.0,3.0,ADA,1,3,0,1,1,Maju
3201300008.0,KAB. BOGOR,JAGABITA,2022.0,500.0,TIDAK ADA,5.0,SINYAL KUAT,2.0,8.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201300011.0,KAB. BOGOR,KABASIRAN,2022.0,100.0,TIDAK ADA,15.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201300006.0,KAB. BOGOR,LUMPANG,2022.0,100.0,TIDAK ADA,14.0,SINYAL KUAT,2.0,4.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201300010.0,KAB. BOGOR,PARUNG PANJANG,2022.0,30.0,TIDAK ADA,47.0,SINYAL KUAT,0.0,0.0,ADA,5,3,0,1,1,Maju
3201300005.0,KAB. BOGOR,PINGKU,2022.0,300.0,TIDAK ADA,13.0,SINYAL KUAT,30.0,30.0,TIDAK ADA,5,3,0,0,2,Mandiri (Ekonomi)
3201231004.0,KAB. BOGOR,BANTARJAYA,2022.0,250.0,TIDAK ADA,5.0,SINYAL KUAT,4.0,1.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201231005.0,KAB. BOGOR,BANTAR SARI,2022.0,200.0,TIDAK ADA,4.0,SINYAL LEMAH,10.0,1.0,ADA,0,2,0,1,3,Sangat Tertinggal
3201231006.0,KAB. BOGOR,CANDALI,2022.0,250.0,TIDAK ADA,5.0,SINYAL KUAT,8.0,6.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201231007.0,KAB. BOGOR,CIMULANG,2022.0,300.0,TIDAK ADA,6.0,SINYAL KUAT,5.0,1.0,TIDAK ADA,5,3,0,0,0,Tertinggal
3201231001.0,KAB. BOGOR,MEKARSARI,2022.0,200.0,TIDAK ADA,4.0,SINYAL KUAT,1.0,2.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201231003.0,KAB. BOGOR,PASIR GAOK,2022.0,500.0,TIDAK ADA,5.0,SINYAL KUAT,15.0,1.0,ADA,0,3,0,1,1,Maju
3201231002.0,KAB. BOGOR,RANCA BUNGUR,2022.0,25.0,TIDAK ADA,6.0,SINYAL KUAT,1.0,1.0,ADA,1,3,0,1,1,Maju
3201260005.0,KAB. BOGOR,CIBODAS,2022.0,100.0,TIDAK ADA,10.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201260002.0,KAB. BOGOR,CIDOKOM,2022.0,200.0,TIDAK ADA,8.0,SINYAL LEMAH,6.0,12.0,ADA,0,2,0,1,3,Sangat Tertinggal
3201260008.0,KAB. BOGOR,CIPINANG,2022.0,300.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201260003.0,KAB. BOGOR,GOBANG,2022.0,100.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201260006.0,KAB. BOGOR,KAMPUNG SAWAH,2022.0,10.0,TIDAK ADA,7.0,SINYAL KUAT,2.0,2.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201260010.0,KAB. BOGOR,KERTAJAYA,2022.0,10.0,TIDAK ADA,11.0,SINYAL KUAT,9.0,9.0,TIDAK ADA,5,3,0,0,2,Mandiri (Ekonomi)
3201260001.0,KAB. BOGOR,LEUWIBATU,2022.0,500.0,TIDAK ADA,7.0,SINYAL KUAT,2.0,2.0,ADA,15,3,0,1,1,Maju
3201260014.0,KAB. BOGOR,MEKARJAYA,2022.0,100.0,TIDAK ADA,0.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201260013.0,KAB. BOGOR,MEKAR SARI,2022.0,300.0,TIDAK ADA,14.0,SINYAL KUAT,35.0,2.0,TIDAK ADA,4,3,0,0,2,Mandiri (Ekonomi)
3201260004.0,KAB. BOGOR,RABAK,2022.0,1000.0,TIDAK ADA,6.0,SINYAL KUAT,2.0,2.0,ADA,13,3,0,1,1,Maju
3201260007.0,KAB. BOGOR,RUMPIN,2022.0,400.0,TIDAK ADA,15.0,SINYAL KUAT,2.0,2.0,ADA,4,3,0,1,1,Maju
3201260012.0,KAB. BOGOR,SUKAMULYA,2022.0,2.0,TIDAK ADA,71.0,SINYAL KUAT,30.0,20.0,ADA,15,3,0,1,2,Mandiri (Ekonomi)
3201260009.0,KAB. BOGOR,SUKASARI,2022.0,5.0,TIDAK ADA,8.0,SINYAL KUAT,2.0,6.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201260011.0,KAB. BOGOR,TAMAN SARI,2022.0,10.0,TIDAK ADA,16.0,SINYAL KUAT,0.0,24.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201271009.0,KAB. BOGOR,CILEUKSA,2022.0,50.0,TIDAK ADA,10.0,SINYAL KUAT,35.0,79.0,TIDAK ADA,2,3,0,0,2,Mandiri (Ekonomi)
3201271006.0,KAB. BOGOR,SIPAYUNG,2022.0,200.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201271001.0,KAB. BOGOR,CISARUA,2022.0,7000.0,TIDAK ADA,6.0,SINYAL LEMAH,65.0,193.0,TIDAK ADA,1,2,0,0,2,Mandiri (Ekonomi)
3201271004.0,KAB. BOGOR,HARKATJAYA,2022.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201271011.0,KAB. BOGOR,JAYARAHARJA,2022.0,10.0,TIDAK ADA,1.0,SINYAL KUAT,1.0,1.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201271003.0,KAB. BOGOR,KIARAPANDAK,2022.0,200.0,TIDAK ADA,8.0,SINYAL LEMAH,0.0,5.0,TIDAK ADA,5,2,0,0,3,Sangat Tertinggal
3201271002.0,KAB. BOGOR,KIARASARI,2022.0,15.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201271008.0,KAB. BOGOR,PASIR MADANG,2022.0,1000.0,TIDAK ADA,6.0,SINYAL LEMAH,0.0,2.0,ADA,0,2,0,1,3,Sangat Tertinggal
3201271005.0,KAB. BOGOR,SUKAJAYA,2022.0,10.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201271007.0,KAB. BOGOR,SUKAMULIH,2022.0,500.0,TIDAK ADA,1.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201271010.0,KAB. BOGOR,URUG,2022.0,500.0,TIDAK ADA,5.0,SINYAL LEMAH,0.0,2.0,ADA,2,2,0,1,3,Sangat Tertinggal
3201150007.0,KAB. BOGOR,CIBADAK,2022.0,100.0,TIDAK ADA,12.0,SINYAL KUAT,10.0,10.0,TIDAK ADA,2,3,0,0,2,Mandiri (Ekonomi)
3201150008.0,KAB. BOGOR,PABUARAN,2022.0,1000.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201150004.0,KAB. BOGOR,SIRNAJAYA,2022.0,200.0,TIDAK ADA,4.0,SINYAL KUAT,5.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3201150009.0,KAB. BOGOR,SUKADAMAI,2022.0,2000.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,5.0,ADA,2,3,0,1,1,Maju
3201150002.0,KAB. BOGOR,SUKAHARJA,2022.0,100.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201150006.0,KAB. BOGOR,SUKAMAKMUR,2022.0,100.0,TIDAK ADA,5.0,SINYAL KUAT,3.0,1.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201150005.0,KAB. BOGOR,SUKAMULYA,2022.0,100.0,TIDAK ADA,2.0,SINYAL KUAT,3.0,5.0,ADA,1,3,0,1,1,Maju
3201150010.0,KAB. BOGOR,SUKARESMI,2022.0,450.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201150001.0,KAB. BOGOR,SUKAWANGI,2022.0,900.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,ADA,0,2,0,1,3,Sangat Tertinggal
3201150003.0,KAB. BOGOR,WARGAJAYA,2022.0,2000.0,TIDAK ADA,3.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201130007.0,KAB. BOGOR,CADAS NGAMPAR,2022.0,700.0,TIDAK ADA,13.0,SINYAL KUAT,4.0,3.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201130001.0,KAB. BOGOR,CIBANON,2022.0,500.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,ADA,0,3,0,1,1,Maju
3201130009.0,KAB. BOGOR,CIJUJUNG,2022.0,50.0,TIDAK ADA,33.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201130006.0,KAB. BOGOR,CIKEAS,2022.0,15.0,TIDAK ADA,9.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201130013.0,KAB. BOGOR,CILEBUT BARAT,2022.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,2.0,2.0,ADA,2,3,0,1,1,Maju
3201130012.0,KAB. BOGOR,CILEBUT TIMUR,2022.0,100.0,TIDAK ADA,8.0,SINYAL KUAT,4.0,3.0,ADA,2,3,0,1,1,Maju
3201130010.0,KAB. BOGOR,CIMANDALA,2022.0,200.0,TIDAK ADA,7.0,SINYAL KUAT,1.0,1.0,ADA,10,3,0,1,1,Maju
3201130002.0,KAB. BOGOR,GUNUNG GEULIS,2022.0,100.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201130003.0,KAB. BOGOR,NAGRAK,2022.0,3000.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,ADA,5,3,0,1,1,Maju
3201130011.0,KAB. BOGOR,PASIR JAMBU,2022.0,5.0,ADA,2.0,SINYAL KUAT,4.0,3.0,ADA,2,3,1,1,4,Mandiri (Tata Kelola)
3201130008.0,KAB. BOGOR,PASIRLAJA,2022.0,200.0,TIDAK ADA,20.0,SINYAL KUAT,0.0,0.0,ADA,4,3,0,1,1,Maju
3201130005.0,KAB. BOGOR,SUKARAJA,2022.0,200.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201130004.0,KAB. BOGOR,SUKATANI,2022.0,200.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201221007.0,KAB. BOGOR,CITAYAM,2022.0,100.0,TIDAK ADA,6.0,SINYAL KUAT,1.0,0.0,ADA,21,3,0,1,1,Maju
3201221006.0,KAB. BOGOR,KALISUREN,2022.0,50.0,TIDAK ADA,5.0,SINYAL KUAT,3.0,4.0,ADA,3,3,0,1,1,Maju
3201221004.0,KAB. BOGOR,NANGGERANG,2022.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201221005.0,KAB. BOGOR,SASAK PANJANG,2022.0,1000.0,TIDAK ADA,20.0,SINYAL KUAT,3.0,1.0,TIDAK ADA,7,3,0,0,0,Tertinggal
3201221003.0,KAB. BOGOR,SUKMAJAYA,2022.0,300.0,TIDAK ADA,35.0,SINYAL LEMAH,0.0,1.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201221002.0,KAB. BOGOR,TAJUR HALANG,2022.0,500.0,TIDAK ADA,12.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201221001.0,KAB. BOGOR,TONJONG,2022.0,200.0,TIDAK ADA,23.0,SINYAL KUAT,76.0,10.0,TIDAK ADA,3,3,0,0,2,Mandiri (Ekonomi)
3201071005.0,KAB. BOGOR,PASIR EURIH,2022.0,350.0,TIDAK ADA,18.0,SINYAL KUAT,50.0,20.0,TIDAK ADA,2,3,0,0,2,Mandiri (Ekonomi)
3201071008.0,KAB. BOGOR,SIRNAGALIH,2022.0,30.0,TIDAK ADA,14.0,SINYAL KUAT,30.0,0.0,TIDAK ADA,14,3,0,0,2,Mandiri (Ekonomi)
3201071001.0,KAB. BOGOR,SUKAJADI,2022.0,100.0,TIDAK ADA,6.0,SINYAL KUAT,3.0,2.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201071003.0,KAB. BOGOR,SUKAJAYA,2022.0,50.0,TIDAK ADA,6.0,SINYAL KUAT,9.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201071002.0,KAB. BOGOR,SUKALUYU,2022.0,250.0,TIDAK ADA,9.0,SINYAL KUAT,6.0,5.0,ADA,2,3,0,1,1,Maju
3201071007.0,KAB. BOGOR,SUKAMANTRI,2022.0,300.0,TIDAK ADA,24.0,SINYAL KUAT,0.0,0.0,ADA,10,3,0,1,1,Maju
3201071004.0,KAB. BOGOR,SUKARESMI,2022.0,200.0,TIDAK ADA,13.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201071006.0,KAB. BOGOR,TAMAN SARI,2022.0,500.0,TIDAK ADA,11.0,SINYAL KUAT,20.0,5.0,ADA,6,3,0,1,2,Mandiri (Ekonomi)
3201161006.0,KAB. BOGOR,ANTAJAYA,2022.0,50.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201161005.0,KAB. BOGOR,BUANAJAYA,2022.0,300.0,TIDAK ADA,8.0,SINYAL LEMAH,2.0,0.0,ADA,4,2,0,1,3,Sangat Tertinggal
3201161001.0,KAB. BOGOR,CIBADAK,2022.0,500.0,TIDAK ADA,6.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,0,2,0,0,3,Sangat Tertinggal
3201161007.0,KAB. BOGOR,PASIR TANJUNG,2022.0,2.0,TIDAK ADA,6.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,4,3,0,0,0,Tertinggal
3201161010.0,KAB. BOGOR,SELAWANGI,2022.0,5.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201161004.0,KAB. BOGOR,SINARRASA,2022.0,50.0,TIDAK ADA,10.0,SINYAL KUAT,0.0,3.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201161003.0,KAB. BOGOR,SINARSARI,2022.0,500.0,TIDAK ADA,4.0,SINYAL LEMAH,1.0,0.0,ADA,0,2,0,1,3,Sangat Tertinggal
3201161009.0,KAB. BOGOR,SUKARASA,2022.0,50.0,TIDAK ADA,3.0,SINYAL KUAT,0.0,0.0,ADA,1,3,0,1,1,Maju
3201161008.0,KAB. BOGOR,TANJUNG RASA,2022.0,10.0,TIDAK ADA,5.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201161002.0,KAB. BOGOR,TANJUNG SARI,2022.0,100.0,TIDAK ADA,5.0,SINYAL KUAT,5.0,0.0,ADA,0,3,0,1,1,Maju
3201290004.0,KAB. BOGOR,BABAKAN,2022.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,5.0,2.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201290003.0,KAB. BOGOR,BATOK,2022.0,500.0,TIDAK ADA,13.0,SINYAL KUAT,8.0,6.0,ADA,0,3,0,1,2,Mandiri (Ekonomi)
3201290005.0,KAB. BOGOR,BOJONG,2022.0,50.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,2.0,ADA,0,3,0,1,1,Maju
3201290008.0,KAB. BOGOR,CILAKU,2022.0,10.0,TIDAK ADA,10.0,SINYAL LEMAH,0.0,4.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3201290001.0,KAB. BOGOR,CIOMAS,2022.0,5.0,TIDAK ADA,7.0,SINYAL LEMAH,0.0,0.0,ADA,25,2,0,1,3,Sangat Tertinggal
3201290009.0,KAB. BOGOR,SINGABANGSA,2022.0,300.0,TIDAK ADA,5.0,SINYAL KUAT,1.0,2.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3201290006.0,KAB. BOGOR,SINGABRAJA,2022.0,1000.0,TIDAK ADA,3.0,SINYAL KUAT,6.0,1.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3201290002.0,KAB. BOGOR,TAPOS,2022.0,100.0,TIDAK ADA,12.0,SINYAL LEMAH,0.0,12.0,ADA,6,2,0,1,3,Sangat Tertinggal
3201290007.0,KAB. BOGOR,TENJO,2022.0,500.0,TIDAK ADA,2.0,SINYAL KUAT,0.0,6.0,ADA,2,3,0,1,1,Maju
3201051005.0,KAB. BOGOR,CIBITUNG TENGAH,2022.0,500.0,TIDAK ADA,3.0,SINYAL KUAT,1.0,0.0,ADA,1,3,0,1,1,Maju
3201051006.0,KAB. BOGOR,CINANGNENG,2022.0,600.0,ADA,4.0,SINYAL KUAT,1.0,11.0,ADA,1,3,1,1,4,Mandiri (Tata Kelola)
3201051007.0,KAB. BOGOR,GUNUNG MULYA,2022.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,3.0,3.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3201051002.0,KAB. BOGOR,GUNUNG MALANG,2022.0,100.0,TIDAK ADA,11.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,1,2,0,0,3,Sangat Tertinggal
3201051004.0,KAB. BOGOR,SITU DAUN,2022.0,10.0,TIDAK ADA,7.0,SINYAL KUAT,0.0,2.0,ADA,1,3,0,1,1,Maju
3201051001.0,KAB. BOGOR,TAPOS 1,2022.0,300.0,TIDAK ADA,6.0,SINYAL KUAT,20.0,48.0,TIDAK ADA,1,3,0,0,2,Mandiri (Ekonomi)
3201051003.0,KAB. BOGOR,TAPOS 2,2022.0,500.0,TIDAK ADA,3.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3207101004.0,KAB. CIAMIS,BANJARANYAR,2022.0,600.0,TIDAK ADA,13.0,SINYAL KUAT,1.0,55.0,ADA,6,3,0,1,2,Mandiri (Ekonomi)
3207101003.0,KAB. CIAMIS,CIGAYAM,2022.0,250.0,TIDAK ADA,17.0,SINYAL KUAT,2.0,2.0,TIDAK ADA,3,3,0,0,0,Tertinggal
3207101007.0,KAB. CIAMIS,CIKASO,2022.0,50.0,TIDAK ADA,7.0,SINYAL KUAT,9.0,4.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3207101001.0,KAB. CIAMIS,CIKUPA,2022.0,1300.0,TIDAK ADA,8.0,SINYAL LEMAH,4.0,5.0,ADA,2,2,0,1,3,Sangat Tertinggal
3207101005.0,KAB. CIAMIS,KALIJAYA,2022.0,300.0,TIDAK ADA,6.0,SINYAL KUAT,1.0,3.0,ADA,1,3,0,1,1,Maju
3207101002.0,KAB. CIAMIS,KARYAMUKTI,2022.0,1000.0,TIDAK ADA,5.0,SINYAL LEMAH,0.0,0.0,TIDAK ADA,9,2,0,0,3,Sangat Tertinggal
3207101009.0,KAB. CIAMIS,LANGKAPSARI,2022.0,600.0,TIDAK ADA,5.0,SINYAL LEMAH,90.0,150.0,TIDAK ADA,2,2,0,0,2,Mandiri (Ekonomi)
3207101006.0,KAB. CIAMIS,PASAWAHAN,2022.0,123.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,1.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3207101008.0,KAB. CIAMIS,SINDANGRASA,2022.0,1500.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,2.0,ADA,5,3,0,1,1,Maju
3207101010.0,KAB. CIAMIS,TANJUNGSARI,2022.0,500.0,TIDAK ADA,2.0,SINYAL LEMAH,2.0,2.0,ADA,4,2,0,1,3,Sangat Tertinggal
3207100013.0,KAB. CIAMIS,BANJARSARI,2022.0,800.0,TIDAK ADA,6.0,SINYAL KUAT,3.0,3.0,ADA,2,3,0,1,1,Maju
3207100012.0,KAB. CIAMIS,CIBADAK,2022.0,450.0,TIDAK ADA,4.0,SINYAL KUAT,10.0,5.0,TIDAK ADA,0,3,0,0,0,Tertinggal
3207100020.0,KAB. CIAMIS,CICAPAR,2022.0,50.0,TIDAK ADA,4.0,SINYAL KUAT,0.0,0.0,ADA,2,3,0,1,1,Maju
3207100018.0,KAB. CIAMIS,CIHERANG,2022.0,300.0,TIDAK ADA,0.0,SINYAL KUAT,5.0,4.0,TIDAK ADA,7,3,0,0,0,Tertinggal
3207100021.0,KAB. CIAMIS,CIULU,2022.0,500.0,TIDAK ADA,6.0,SINYAL KUAT,4.0,5.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3207100011.0,KAB. CIAMIS,KAWASEN,2022.0,700.0,TIDAK ADA,29.0,SINYAL KUAT,0.0,12.0,ADA,2,3,0,1,1,Maju
3207100017.0,KAB. CIAMIS,PURWASARI,2022.0,100.0,TIDAK ADA,9.0,SINYAL KUAT,73.0,0.0,ADA,6,3,0,1,2,Mandiri (Ekonomi)
3207100019.0,KAB. CIAMIS,RATAWANGI,2022.0,1000.0,TIDAK ADA,8.0,SINYAL KUAT,0.0,5.0,ADA,3,3,0,1,1,Maju
3207100016.0,KAB. CIAMIS,SINDANGASIH,2022.0,200.0,TIDAK ADA,11.0,SINYAL KUAT,4.0,4.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3207100015.0,KAB. CIAMIS,SINDANGHAYU,2022.0,500.0,TIDAK ADA,2.0,SINYAL KUAT,2.0,2.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3207100014.0,KAB. CIAMIS,SINDANGSARI,2022.0,10.0,TIDAK ADA,5.0,SINYAL KUAT,3.0,3.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3207100009.0,KAB. CIAMIS,SUKASARI,2022.0,300.0,TIDAK ADA,4.0,SINYAL KUAT,20.0,10.0,TIDAK ADA,2,3,0,0,2,Mandiri (Ekonomi)
3207211004.0,KAB. CIAMIS,BAREGBEG,2022.0,10.0,TIDAK ADA,14.0,SINYAL KUAT,2.0,1.0,ADA,12,3,0,1,1,Maju
3207211008.0,KAB. CIAMIS,JELAT,2022.0,50.0,TIDAK ADA,3.0,SINYAL KUAT,2.0,2.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3207211007.0,KAB. CIAMIS,KARANGAMPEL,2022.0,150.0,TIDAK ADA,4.0,SINYAL KUAT,6.0,2.0,TIDAK ADA,1,3,0,0,0,Tertinggal
3207211002.0,KAB. CIAMIS,MEKARJAYA,2022.0,50.0,TIDAK ADA,13.0,SINYAL KUAT,0.0,0.0,TIDAK ADA,2,3,0,0,0,Tertinggal
3207211005.0,KAB. CIAMIS,PETIRHILIR,2022.0,100.0,TIDAK ADA,9.0,SINYAL KUAT,5.0,2.0,ADA,4,3,0,1,1,Maju
3207211006.0,KAB. CIAMIS,PUSAKANAGARA,2022.0,400.0,TIDAK ADA,5.0,SINYAL KUAT,1.0,2.0,TIDAK ADA,6,3,0,0,0,Tertinggal
3207211003.0,KAB. CIAMIS,SAGULING,2022.0,75.0,TIDAK ADA,14.0,SINYAL KUAT,9.0,9.0,TIDAK ADA,9,3,0,0,2,Mandiri (Ekonomi)
3207211001.0,KAB. CIAMIS,SUKAMAJU,2022.0,200.0,TIDAK ADA,16.0,SINYAL KUAT,10.0,2.0,ADA,5,3,0,1,1,Maju
3207211009.0,KAB. CIAMIS,SUKAMULYA,2022.0,60.0,TIDAK ADA,21.0,SINYAL LEMAH,4.0,2.0,TIDAK ADA,3,2,0,0,3,Sangat Tertinggal
3207210002.0,KAB. CIAMIS,CISADAP,2022.0,100.0,TIDAK ADA,8.0,SINYAL KUAT,4.0,5.0,ADA,0,3,0,1,1,Maju
3207210003.0,KAB. CIAMIS,IMBANAGARA,2022.0,500.0,TIDAK ADA,13.0,SINYAL KUAT,8.0,1.0,ADA,4,3,0,1,1,Maju
3207210001.0,KAB. CIAMIS,IMBANAGARA RAYA,2022.0,240.0,TIDAK ADA,7.0,SINYAL KUAT,50.0,1.0,ADA,2,3,0,1,2,Mandiri (Ekonomi)
3207210005.0,KAB. CIAMIS,PANYINGKIRAN,2022.0,10.0,TIDAK ADA,3.0,SINYAL KUAT,250.0,1.0,ADA,14,3,0,1,2,Mandiri (Ekonomi)
3207210006.0,KAB. CIAMIS,PAWINDAN,2022.0,500.0,TIDAK ADA,9.0,SINYAL KUAT,2.0,9.0,ADA,5,3,0,1,1,Maju
3207130003.0,KAB. CIAMIS,CIDOLOG,2022.0,50.0,TIDAK ADA,7.0,SINYAL KUAT,300.0,6.0,ADA,6,3,0,1,2,Mandiri (Ekonomi)
